Gene name	Gene stable ID
AC022960.1	ENSG00000263924
UBE2QL1	ENSG00000215218
GAB3	ENSG00000160219
AC005786.4	ENSG00000279590
AL353614.1	ENSG00000231052
CLEC1A	ENSG00000150048
SSR2	ENSG00000163479
METRNL	ENSG00000275031
PTCD2	ENSG00000049883
AC137627.1	ENSG00000255973
AC026884.1	ENSG00000232115
RCN1P1	ENSG00000215477
AC079630.1	ENSG00000225342
C1QL1P1	ENSG00000260134
AC007255.2	ENSG00000270196
AC021066.1	ENSG00000257830
SPDYE5	ENSG00000170092
KRT23	ENSG00000263309
AL035416.1	ENSG00000226883
PVALB	ENSG00000274665
DPM3	ENSG00000179085
AL136418.1	ENSG00000257831
AC108676.2	ENSG00000271483
AP001020.3	ENSG00000266171
AP001020.2	ENSG00000264635
AL139353.1	ENSG00000203546
AL139353.3	ENSG00000283016
OLA1	ENSG00000138430
C1QB	ENSG00000173369
RPSAP19	ENSG00000183298
AC008065.1	ENSG00000224553
ATP13A3	ENSG00000133657
FAM182B	ENSG00000175170
AL356309.2	ENSG00000233721
CLEC3A	ENSG00000166509
AL133268.2	ENSG00000223623
AGGF1P7	ENSG00000260994
TPT1P3	ENSG00000241899
CEP170B	ENSG00000099814
MACF1	ENSG00000127603
GKN1	ENSG00000169605
AC010746.1	ENSG00000225979
AC024224.1	ENSG00000256626
PPP1R2P1	ENSG00000234515
RPL23AP73	ENSG00000244283
AC244107.1	ENSG00000226141
AC008011.1	ENSG00000256378
PSMB8-AS1	ENSG00000206232
AC092958.1	ENSG00000239922
MCRIP2P1	ENSG00000241418
MAPT-IT1	ENSG00000281284
LINC02471	ENSG00000223914
OR2AF1P	ENSG00000235730
KCNAB2	ENSG00000069424
AC074194.1	ENSG00000248206
PDIA3P2	ENSG00000224677
SLC6A14	ENSG00000268104
KANK1	ENSG00000107104
AC011330.1	ENSG00000249839
CCDC183-AS1	ENSG00000228544
HGFAC	ENSG00000109758
AC112187.2	ENSG00000271455
AC244505.1	ENSG00000196395
UPF3B	ENSG00000125351
ACACA	ENSG00000275176
NUMBL	ENSG00000105245
MANSC4	ENSG00000205693
FGF7P7	ENSG00000204801
AL662899.2	ENSG00000250641
AC026774.2	ENSG00000251342
AC097478.1	ENSG00000251095
P2RY8	ENSG00000182162
AC112695.1	ENSG00000248511
AC095059.2	ENSG00000249239
CISD1P1	ENSG00000213403
AC002310.2	ENSG00000239791
AC019205.1	ENSG00000224221
AL353804.1	ENSG00000228906
NANP	ENSG00000170191
AL157413.1	ENSG00000228539
AL049594.1	ENSG00000231015
AL121992.2	ENSG00000271742
AL590399.2	ENSG00000226429
OXER1	ENSG00000162881
AL133373.4	ENSG00000282311
PRSS16	ENSG00000112812
C6orf141	ENSG00000197261
AL161757.4	ENSG00000258776
AL137100.2	ENSG00000259136
AC002460.1	ENSG00000249317
DZIP1L	ENSG00000158163
HECTD1	ENSG00000092148
NDUFB4P6	ENSG00000235258
NOP56	ENSG00000101361
OR52X1P	ENSG00000234895
OSR1	ENSG00000143867
GNG12-AS1	ENSG00000232284
ADAMTS1	ENSG00000154734
HPN	ENSG00000105707
AC105243.1	ENSG00000261780
ZBTB42	ENSG00000179627
IFI44	ENSG00000137965
AC069545.1	ENSG00000270541
FRG2HP	ENSG00000260846
CARS	ENSG00000278191
LINC02028	ENSG00000230102
AC012360.1	ENSG00000235319
SAA4	ENSG00000148965
LINC01981	ENSG00000229243
HCP5B	ENSG00000281831
CEACAM20	ENSG00000273777
DNAJB14	ENSG00000164031
EIF4E3	ENSG00000163412
PKN2	ENSG00000065243
IGFL2	ENSG00000204866
HTR2B	ENSG00000135914
CCNK	ENSG00000090061
RPS23P5	ENSG00000242608
AC016553.1	ENSG00000248145
LINC00969	ENSG00000280512
KCNS3	ENSG00000170745
EOMES	ENSG00000163508
TIMM9P2	ENSG00000232608
PSMB9	ENSG00000240065
AL590491.1	ENSG00000273676
TRAPPC2P10	ENSG00000228465
MSGN1	ENSG00000151379
GEMIN7	ENSG00000142252
AL354811.1	ENSG00000278177
AL365318.1	ENSG00000237993
BNIP3P39	ENSG00000269662
EVI2A	ENSG00000126860
PINLYP	ENSG00000234465
FHIT	ENSG00000189283
USP9YP13	ENSG00000224571
PPP1CB	ENSG00000213639
C3orf30	ENSG00000163424
AC096582.1	ENSG00000226838
AC092133.1	ENSG00000259979
FBXO48	ENSG00000204923
AL589994.1	ENSG00000218337
Z95327.2	ENSG00000238116
LIMCH1	ENSG00000064042
AC009139.2	ENSG00000261063
DAPP1	ENSG00000070190
FAM86HP	ENSG00000253540
AC083906.5	ENSG00000251610
AC083906.4	ENSG00000251178
AC093155.1	ENSG00000225568
OR13E1P	ENSG00000236083
AL049733.1	ENSG00000238188
SERINC3	ENSG00000132824
UBIAD1	ENSG00000120942
SPATA31A5	ENSG00000276581
TEX13B	ENSG00000170925
AL606923.1	ENSG00000218834
PGBD4P1	ENSG00000282270
ELAC1	ENSG00000141642
TCP10L	ENSG00000242220
LINC00846	ENSG00000186842
IFITM4P	ENSG00000235821
ASB11	ENSG00000165192
UBE2L5P	ENSG00000236444
IL12RB2	ENSG00000081985
C1orf174	ENSG00000198912
LINC01052	ENSG00000234767
GTF3AP1	ENSG00000237274
AP005271.1	ENSG00000265554
AC087463.1	ENSG00000260780
CNOT7P1	ENSG00000233229
AC135776.4	ENSG00000279165
KCNMB3P1	ENSG00000239435
CR854858.1	ENSG00000273865
CR854858.6	ENSG00000281711
PNPLA4P1	ENSG00000235451
AC006272.1	ENSG00000268316
CR854858.4	ENSG00000281229
AC093579.1	ENSG00000233482
IZUMO2	ENSG00000161652
AL589946.1	ENSG00000228231
SERF1AP1	ENSG00000250813
THEGL	ENSG00000249693
CR854858.3	ENSG00000280946
AL359851.1	ENSG00000260585
HMGN1P35	ENSG00000172186
PABPC1L2A	ENSG00000186288
BCAP31P1	ENSG00000261217
RIT1	ENSG00000143622
TNRC6A	ENSG00000090905
CCHCR1	ENSG00000224180
ENO3	ENSG00000108515
SLC28A2	ENSG00000137860
LINC01874	ENSG00000223985
RPS4XP2	ENSG00000226948
PTGES2-AS1	ENSG00000232850
NUDT19P5	ENSG00000251073
CR759848.1	ENSG00000226550
CKS1BP6	ENSG00000178556
FANCD2P2	ENSG00000230342
AL157712.1	ENSG00000276375
AL731563.2	ENSG00000237768
STPG3-AS1	ENSG00000275549
AC015660.1	ENSG00000259341
AL162151.2	ENSG00000234648
AC011284.1	ENSG00000236510
C22orf39	ENSG00000242259
STPG3	ENSG00000197768
TXNDC17	ENSG00000129235
AL139350.1	ENSG00000236387
MICE	ENSG00000273340
TAF4B	ENSG00000141384
C5orf42	ENSG00000197603
OR12D1	ENSG00000251608
AL670379.6	ENSG00000270678
MRPS18B	ENSG00000227420
AC006366.1	ENSG00000244000
LINC00856	ENSG00000230417
EXO5	ENSG00000164002
AP001442.1	ENSG00000233783
AL583852.1	ENSG00000282952
AC016839.1	ENSG00000266227
MRPL24	ENSG00000143314
TXNDC2	ENSG00000168454
AC092168.1	ENSG00000228488
AL357373.1	ENSG00000233216
AL445193.1	ENSG00000230546
LSAMP	ENSG00000185565
FAIM	ENSG00000158234
LINC01365	ENSG00000250772
AC092138.2	ENSG00000261818
BNIP3P8	ENSG00000269431
RCC2P4	ENSG00000249558
AC010300.1	ENSG00000267934
AC208069.1	ENSG00000281954
AC009055.2	ENSG00000260834
C2orf81	ENSG00000284308
AL358074.1	ENSG00000229582
AC096711.3	ENSG00000251598
EPS8L2	ENSG00000177106
AC012676.5	ENSG00000280063
MIS18A	ENSG00000159055
CD99L2	ENSG00000102181
FMO8P	ENSG00000238087
AC069257.2	ENSG00000237418
RPSAP64	ENSG00000227721
C8A	ENSG00000157131
CCDC92	ENSG00000275035
GLIS2	ENSG00000126603
TCTEX1D2	ENSG00000213123
DHRS13	ENSG00000167536
FRMPD3	ENSG00000147234
PSMA8	ENSG00000154611
TMEM184C	ENSG00000164168
CORO7-PAM16	ENSG00000103426
TAF1C	ENSG00000103168
CCT4	ENSG00000115484
RPS15AP5	ENSG00000223540
KRT7	ENSG00000135480
NEUROG2	ENSG00000178403
C14orf93	ENSG00000100802
CATSPERB	ENSG00000274338
AC092978.1	ENSG00000242104
ZNF154	ENSG00000179909
AC098657.1	ENSG00000235756
AL021808.1	ENSG00000270935
NPM1P46	ENSG00000213104
AC006963.1	ENSG00000279587
SPEG	ENSG00000072195
PSMD14	ENSG00000115233
AC005002.2	ENSG00000238066
AL157791.2	ENSG00000271424
CERS6	ENSG00000172292
CXCR1	ENSG00000163464
RABL6	ENSG00000196642
ZC3H15	ENSG00000065548
LINC02174	ENSG00000249297
AC112220.3	ENSG00000271324
RPL7P27	ENSG00000220069
AC009511.1	ENSG00000256512
FAM223B	ENSG00000272681
LINC00113	ENSG00000225298
AC109315.1	ENSG00000266003
LINC01189	ENSG00000232827
AL157373.1	ENSG00000225102
CXXC4-AS1	ENSG00000245384
AC004053.1	ENSG00000248242
PPP1R11	ENSG00000227720
BMP5	ENSG00000112175
AC097375.3	ENSG00000251249
AP001604.1	ENSG00000236332
C2orf69P2	ENSG00000260341
AC097375.2	ENSG00000249818
NSF	ENSG00000278174
AC112242.1	ENSG00000249708
AC010153.1	ENSG00000240566
LANCL2	ENSG00000132434
AC110800.1	ENSG00000250908
AC239804.1	ENSG00000254539
TCF25	ENSG00000141002
SNCA-AS1	ENSG00000247775
AC092724.1	ENSG00000278862
ZNF70P1	ENSG00000231030
RARRES2P7	ENSG00000260812
AC133565.1	ENSG00000261810
AL031673.1	ENSG00000278383
EMC3-AS1	ENSG00000180385
RPSAP14	ENSG00000233984
OOEP-AS1	ENSG00000231332
MVB12B	ENSG00000196814
LRRC8A	ENSG00000136802
AC005000.2	ENSG00000270431
CYP1A2	ENSG00000140505
PLTP	ENSG00000100979
AL008726.1	ENSG00000271984
C2orf69P4	ENSG00000260480
CD53	ENSG00000143119
AC133485.6	ENSG00000279997
RPL12P3	ENSG00000233106
AL391152.1	ENSG00000258592
RPS3P1	ENSG00000230935
LINC01381	ENSG00000230452
AC009088.4	ENSG00000263343
ANKRD20A9P	ENSG00000282715
OR56A7P	ENSG00000255481
DIRAS3	ENSG00000162595
TRAPPC11	ENSG00000168538
AC006960.2	ENSG00000237400
AC013470.3	ENSG00000236048
HCN1	ENSG00000164588
AC243964.3	ENSG00000279095
OR56A5	ENSG00000188691
AC007292.1	ENSG00000267980
CXCR2P1	ENSG00000229754
C4B_2	ENSG00000233312
AC093157.2	ENSG00000235795
HIST1H2AH	ENSG00000274997
UROD	ENSG00000126088
SH3GL1	ENSG00000141985
CST2	ENSG00000170369
LINC00383	ENSG00000237534
AL355478.1	ENSG00000235221
TOPORS	ENSG00000197579
AL139339.2	ENSG00000273485
VN1R9P	ENSG00000276400
AC006548.3	ENSG00000280156
ANKRD44	ENSG00000065413
SAA2	ENSG00000134339
GADD45A	ENSG00000116717
AC090527.1	ENSG00000259681
AC087190.2	ENSG00000260349
AC025580.1	ENSG00000259342
MRPS30	ENSG00000112996
AC093763.4	ENSG00000251643
HLA-T	ENSG00000231130
AC097652.1	ENSG00000250658
PROK2	ENSG00000163421
ERVK-28	ENSG00000267696
PTBP1	ENSG00000011304
FOXL2	ENSG00000183770
MUT	ENSG00000146085
ELOCP19	ENSG00000241975
ERBIN	ENSG00000112851
AC007064.2	ENSG00000237689
TGM2	ENSG00000198959
AC107083.1	ENSG00000233702
AC066616.1	ENSG00000240934
IFFO2	ENSG00000169991
PPP1R2P1	ENSG00000233498
AL731892.1	ENSG00000238145
RPL23AP31	ENSG00000232625
ELOCP10	ENSG00000234081
AC091304.6	ENSG00000274532
AL353693.1	ENSG00000229312
AL355140.1	ENSG00000243888
TAP2	ENSG00000237599
AC139769.2	ENSG00000267924
AC134669.1	ENSG00000263535
AC079915.1	ENSG00000266371
AC104164.3	ENSG00000240097
PRPF4B	ENSG00000112739
AC090952.1	ENSG00000235629
SEPT6	ENSG00000125354
LINC01649	ENSG00000228127
AL136309.4	ENSG00000254821
AC016394.1	ENSG00000272599
NEDD9	ENSG00000111859
NOVA2	ENSG00000104967
AC009090.4	ENSG00000279019
AC092164.1	ENSG00000226833
PCID2	ENSG00000126226
LINC01327	ENSG00000241669
AC025284.1	ENSG00000260701
AC009139.1	ENSG00000260922
OFD1P11Y	ENSG00000237302
AC091304.1	ENSG00000237850
ALG1L2	ENSG00000251287
AC131056.1	ENSG00000282229
AP001029.3	ENSG00000267515
HCG4P8	ENSG00000277480
RHBDF1P1	ENSG00000234123
AL049780.3	ENSG00000279594
HLA-U	ENSG00000227366
SPOCD1	ENSG00000134668
TNFRSF4	ENSG00000186827
AL451142.1	ENSG00000204429
AC005301.1	ENSG00000273244
PWRN3	ENSG00000260760
EXD3	ENSG00000187609
SLC16A12-AS1	ENSG00000234452
STMN1P2	ENSG00000251440
SALL4P7	ENSG00000258692
SRP72	ENSG00000174780
AC003103.2	ENSG00000282166
CRABP1	ENSG00000166426
AL390036.1	ENSG00000226822
AC087072.2	ENSG00000273580
PPP1R12BP2	ENSG00000205936
AC025016.2	ENSG00000277514
AC025062.1	ENSG00000244593
AC018371.1	ENSG00000263382
OR52E4	ENSG00000180974
AC092568.1	ENSG00000236596
LINC02054	ENSG00000224153
ESF1	ENSG00000089048
ZNF543	ENSG00000178229
AC093326.2	ENSG00000284452
LINC02125	ENSG00000250514
LINC01164	ENSG00000189275
AC015660.4	ENSG00000274294
GIPC2	ENSG00000137960
AL670379.2	ENSG00000270397
CT47A8	ENSG00000230347
SLC45A1	ENSG00000162426
LINC01714	ENSG00000227634
OR10C1	ENSG00000206474
AC011479.1	ENSG00000267748
AC026468.1	ENSG00000277003
AC012615.1	ENSG00000261526
TRIM60P8Y	ENSG00000232764
MUC20	ENSG00000274843
AC069528.2	ENSG00000279320
AC025750.2	ENSG00000236913
AC098679.4	ENSG00000279139
AC005261.2	ENSG00000268205
AC017037.3	ENSG00000279703
KBTBD6	ENSG00000165572
BZW1P2	ENSG00000198406
CDC42EP3P1	ENSG00000268992
ADAD2	ENSG00000140955
CFAP45	ENSG00000213085
AF127936.2	ENSG00000232884
LINC00384	ENSG00000232117
ASPA	ENSG00000108381
AC100768.2	ENSG00000255193
LINC00572	ENSG00000224405
AL161668.2	ENSG00000255472
AC018865.2	ENSG00000228471
AL132994.2	ENSG00000270713
DNM1P38	ENSG00000259637
AC097634.2	ENSG00000274387
EFHB	ENSG00000163576
LINC02247	ENSG00000223729
AL121782.1	ENSG00000278153
AL161668.3	ENSG00000258604
FANCA	ENSG00000187741
AP001043.2	ENSG00000229925
COMMD1	ENSG00000173163
C2orf66	ENSG00000187944
LINC02377	ENSG00000250102
AL360295.1	ENSG00000229913
AC074050.1	ENSG00000260472
SLC25A5P8	ENSG00000225347
LINC02197	ENSG00000250387
KRT18P49	ENSG00000214720
VPS9D1	ENSG00000075399
ACKR4	ENSG00000129048
VPS9D1-AS1	ENSG00000261373
AC007551.1	ENSG00000232736
SPATA22	ENSG00000141255
AC008162.1	ENSG00000271346
PDZD4	ENSG00000067840
GPATCH11	ENSG00000152133
G6PD	ENSG00000160211
ENPP7P13	ENSG00000261580
AC011890.2	ENSG00000278317
SLC25A12	ENSG00000115840
DUSP16	ENSG00000111266
AC007619.1	ENSG00000255670
NEU1	ENSG00000227315
AC018647.1	ENSG00000227544
LINC01550	ENSG00000246223
IAPP	ENSG00000121351
ACTG1P13	ENSG00000241305
RPS6P12	ENSG00000233309
LINC02291	ENSG00000197176
AC067735.1	ENSG00000257718
LINC01988	ENSG00000283036
LINC01056	ENSG00000237119
AC233282.2	ENSG00000282610
AP000533.1	ENSG00000213727
ZDHHC19	ENSG00000163958
AL031283.1	ENSG00000228140
AC027130.1	ENSG00000261195
IQCF2	ENSG00000184345
KIR3DL1	ENSG00000274920
CLCA1	ENSG00000016490
UBBP5	ENSG00000228074
IQCF5-AS1	ENSG00000235455
AL109809.1	ENSG00000232528
AL353684.1	ENSG00000277646
AC120498.5	ENSG00000260991
AL139123.1	ENSG00000277218
AL662826.1	ENSG00000226796
AL023881.2	ENSG00000282201
OR1D4	ENSG00000255095
RNF126	ENSG00000070423
ZNF724	ENSG00000196081
YIPF6	ENSG00000181704
AL132780.1	ENSG00000257285
EEF1GP8	ENSG00000234125
LINC02465	ENSG00000249618
FLOT2	ENSG00000132589
KIR2DP1	ENSG00000277376
GOLGA2P10	ENSG00000255769
AC093166.2	ENSG00000228615
C9orf163	ENSG00000196366
AC090696.1	ENSG00000232394
AC074135.1	ENSG00000267886
LINC00351	ENSG00000226317
AC124856.1	ENSG00000268105
TOPORSLP1	ENSG00000242111
AC011481.1	ENSG00000267114
AL161713.1	ENSG00000258549
TRMT112P2	ENSG00000249778
CLIP3	ENSG00000105270
AC134312.5	ENSG00000261327
KCNQ1DN	ENSG00000237941
HSPA1A	ENSG00000237724
TRBV8-2	ENSG00000282529
AC007731.5	ENSG00000277971
FNBP1P1	ENSG00000257800
ALKAL2	ENSG00000189292
AC099789.1	ENSG00000225475
PLPP3	ENSG00000162407
TXNRD3	ENSG00000197763
AC138473.1	ENSG00000270679
AL137786.1	ENSG00000258702
OR5V1	ENSG00000233046
ONECUT3	ENSG00000205922
OR10C1	ENSG00000224234
AC015910.1	ENSG00000265460
AC013828.1	ENSG00000240454
SPATA31D3	ENSG00000186788
CR388220.1	ENSG00000225114
FBP2	ENSG00000130957
FAM49A	ENSG00000197872
WNT3	ENSG00000277641
AL662857.3	ENSG00000231279
OR10AE1P	ENSG00000271890
AC092435.1	ENSG00000248346
AL606752.1	ENSG00000231100
ACADSB	ENSG00000196177
ZNF107	ENSG00000196247
AL358232.1	ENSG00000224245
CFB	ENSG00000243649
MUC4	ENSG00000276613
C2-AS1	ENSG00000281756
C3orf22	ENSG00000180697
CHST13	ENSG00000180767
AC009237.7	ENSG00000236026
OR7G15P	ENSG00000275787
CMYA5	ENSG00000164309
ADH7	ENSG00000196344
HLA-T	ENSG00000229293
SEC31B	ENSG00000075826
AC009101.1	ENSG00000259859
MCCD1P1	ENSG00000230357
HLA-H	ENSG00000227669
AC073641.1	ENSG00000228802
AC012322.1	ENSG00000261028
RNF39	ENSG00000230467
LINC02321	ENSG00000258884
AL118508.4	ENSG00000279447
AC093536.2	ENSG00000260715
KIR3DL3	ENSG00000273502
PHBP13	ENSG00000234835
PA2G4P2	ENSG00000235698
KIR2DL4	ENSG00000278430
POM121L12	ENSG00000221900
OR7E46P	ENSG00000234485
AL109613.1	ENSG00000224093
KCNC1	ENSG00000129159
AC130324.2	ENSG00000265334
OR10J4	ENSG00000249730
HMGB2P1	ENSG00000267736
ZMYM5	ENSG00000132950
OR10J8P	ENSG00000251686
OR7E102P	ENSG00000168992
AC012441.1	ENSG00000227080
AC017002.3	ENSG00000240350
GEMIN8	ENSG00000046647
CHST10	ENSG00000115526
NDUFB5P2	ENSG00000214628
ANKRD33B	ENSG00000164236
AC055748.1	ENSG00000244720
OR4K2	ENSG00000165762
KIR3DL2	ENSG00000278361
MICB	ENSG00000234218
AC138305.1	ENSG00000260658
KANSL2	ENSG00000139620
MUC2	ENSG00000278466
LINC00564	ENSG00000260094
AL139231.1	ENSG00000235743
AL591416.1	ENSG00000218476
CICP17	ENSG00000227233
HNRNPA3P10	ENSG00000257851
OR11H2	ENSG00000258453
FAM8A4P	ENSG00000232730
AL392086.1	ENSG00000234248
AC016769.4	ENSG00000276475
ZNF30-AS1	ENSG00000270876
AL163192.1	ENSG00000237734
AL049835.1	ENSG00000258490
AL133241.1	ENSG00000258796
TBC1D19	ENSG00000109680
H2BFS	ENSG00000234289
HERC4	ENSG00000148634
TPD52L2	ENSG00000101150
AC007557.4	ENSG00000237479
LINC00441	ENSG00000231473
DLGAP1-AS5	ENSG00000261520
ZNF473	ENSG00000142528
AC083964.2	ENSG00000279852
AC120498.1	ENSG00000259910
AC243902.1	ENSG00000281925
AC104041.1	ENSG00000259692
CEACAM21	ENSG00000278565
RPL14P5	ENSG00000225661
AL512310.2	ENSG00000257395
CCNG2	ENSG00000138764
FGF7	ENSG00000140285
AC103879.1	ENSG00000251416
AL591034.1	ENSG00000218049
TCAIM	ENSG00000179152
GU182343.2	ENSG00000274707
AC132192.2	ENSG00000268403
AC078881.1	ENSG00000250131
EIF4HP1	ENSG00000233830
SCN1A	ENSG00000144285
AC026471.3	ENSG00000260740
GU182343.3	ENSG00000275059
MTCO2P24	ENSG00000249990
MTND2P12	ENSG00000228725
AC026320.1	ENSG00000232353
MRPS35P2	ENSG00000250830
AC090707.1	ENSG00000254906
AL513366.1	ENSG00000237351
AC114956.1	ENSG00000248240
AL365400.1	ENSG00000215085
ANKRD62	ENSG00000181626
SDHDP1	ENSG00000267162
KLHL2P1	ENSG00000250412
F11R	ENSG00000158769
AL022161.1	ENSG00000271094
COPS2	ENSG00000166200
HCG15	ENSG00000227380
GHRH	ENSG00000118702
AC140847.3	ENSG00000256986
AC127024.2	ENSG00000263603
AC126120.1	ENSG00000213587
AC243922.1	ENSG00000278562
ZNF143	ENSG00000166478
RAP1GAP2	ENSG00000132359
AC108489.1	ENSG00000281232
AC060834.1	ENSG00000197320
ADI1	ENSG00000280830
CNPY2	ENSG00000257727
EPOR	ENSG00000187266
AC114810.2	ENSG00000281723
AC073896.3	ENSG00000257740
AC129102.1	ENSG00000256879
SIPA1L3	ENSG00000105738
AC092634.7	ENSG00000278577
PTGER1	ENSG00000160951
SMPD4P2	ENSG00000229147
OR10A3	ENSG00000273953
AVPI1	ENSG00000119986
AC067968.1	ENSG00000267022
AC093281.2	ENSG00000251093
AL354714.2	ENSG00000213080
MUC7	ENSG00000171195
AC067968.2	ENSG00000267144
NCOA1	ENSG00000084676
AL136373.1	ENSG00000282881
EXOSC10	ENSG00000171824
MAGEA8	ENSG00000156009
BSND	ENSG00000162399
LINC02398	ENSG00000256287
NPSR1	ENSG00000187258
KIF22	ENSG00000079616
AMY1B	ENSG00000174876
VARS2	ENSG00000230985
HERC2P9	ENSG00000282417
CCDC50	ENSG00000152492
AC107905.1	ENSG00000276473
CR753818.1	ENSG00000233617
AL354714.3	ENSG00000226003
AC018697.1	ENSG00000266573
RPL23AP1	ENSG00000240845
LINC02324	ENSG00000255002
AC104964.1	ENSG00000253678
USP14	ENSG00000101557
LINCR-0001	ENSG00000253641
TNRC18P2	ENSG00000223566
TOMM20P3	ENSG00000263935
AC104574.2	ENSG00000259616
LINC01894	ENSG00000264345
AC104574.1	ENSG00000259530
FAM197Y1	ENSG00000224336
AC006015.1	ENSG00000226401
HLA-F	ENSG00000235220
AC026202.2	ENSG00000233912
VN1R21P	ENSG00000224752
AC243913.4	ENSG00000282145
SLC25A27	ENSG00000153291
SLC25A15P4	ENSG00000273872
AC079355.1	ENSG00000226411
AL355076.3	ENSG00000258878
AC104961.1	ENSG00000229248
EDEM1	ENSG00000134109
AC243913.8	ENSG00000282444
AC104961.2	ENSG00000265552
AC104791.1	ENSG00000251687
FO393419.3	ENSG00000243659
AC073283.2	ENSG00000226087
MARCH6	ENSG00000145495
AL583722.4	ENSG00000258858
NAXE	ENSG00000163382
AC106869.1	ENSG00000234690
DHCR24	ENSG00000116133
AC020910.5	ENSG00000279329
CICP24	ENSG00000271466
AC215219.1	ENSG00000226210
AC079355.2	ENSG00000227397
AC092634.6	ENSG00000236574
CHCHD4	ENSG00000163528
PTBP1P	ENSG00000259078
OR5BK1P	ENSG00000257763
BCYRN1	ENSG00000236824
ZNF230	ENSG00000159882
AC092634.2	ENSG00000225451
YWHAQ	ENSG00000134308
AL355076.1	ENSG00000214759
RPL21P7	ENSG00000258613
AL845472.1	ENSG00000279561
AL355076.2	ENSG00000258760
SNORA59B	ENSG00000266079
PTGER4P2-CDK2AP2P2	ENSG00000275450
AC025627.1	ENSG00000262769
AC243913.7	ENSG00000282422
CDK2AP2P1	ENSG00000278647
AC025627.2	ENSG00000263107
GABRB3	ENSG00000166206
TCTEX1D1	ENSG00000152760
AC018618.1	ENSG00000259675
AL450306.1	ENSG00000228748
AC018618.2	ENSG00000271195
AC243913.9	ENSG00000282567
RPS8	ENSG00000142937
LINC02349	ENSG00000259284
DLG5	ENSG00000151208
AL442224.1	ENSG00000231990
AC009554.1	ENSG00000259564
CTSS	ENSG00000163131
UTS2B	ENSG00000188958
AC096536.3	ENSG00000242396
SOD1P1	ENSG00000219074
AC096536.1	ENSG00000233203
SP140L	ENSG00000185404
FAM138D	ENSG00000249054
AC019080.2	ENSG00000237178
TMEM240	ENSG00000205090
TCF20	ENSG00000276461
AGPS	ENSG00000018510
NUDT11	ENSG00000196368
TRPM5	ENSG00000070985
NRM	ENSG00000228867
AC104964.3	ENSG00000272505
AL391280.1	ENSG00000250995
PRSS51	ENSG00000253649
OR5AU1	ENSG00000169327
IL13RA1	ENSG00000131724
WDR87	ENSG00000171804
AC108059.3	ENSG00000234044
AL135786.2	ENSG00000272866
TDRD6	ENSG00000180113
PRSS55	ENSG00000184647
SMARCE1P3	ENSG00000259102
FRG2LP	ENSG00000267704
AL135786.1	ENSG00000231967
AL359672.1	ENSG00000237885
AL157687.1	ENSG00000258906
AL591242.1	ENSG00000242973
DPPA4	ENSG00000121570
AC104759.1	ENSG00000259696
AL512378.1	ENSG00000218713
AL592166.1	ENSG00000225721
PLA2G7	ENSG00000146070
AC110603.1	ENSG00000264434
AC009262.1	ENSG00000236212
AC006557.2	ENSG00000267324
HMGB1P20	ENSG00000219163
LSM6P2	ENSG00000257730
ZNF521	ENSG00000198795
BDH1	ENSG00000275544
LINC00641	ENSG00000258441
KIF2C	ENSG00000142945
THOC1	ENSG00000079134
NCR3	ENSG00000206430
AC117409.1	ENSG00000240854
SH3GL1P2	ENSG00000264943
MTCL1	ENSG00000168502
SMURF2P1	ENSG00000248121
TTC30B	ENSG00000196659
AC005562.2	ENSG00000273609
HLA-E	ENSG00000233904
AC005562.1	ENSG00000214719
AC020898.1	ENSG00000213757
AC026369.3	ENSG00000256948
AC019080.3	ENSG00000271825
JMY	ENSG00000152409
IGHD6-19	ENSG00000282487
PGK1P2	ENSG00000213290
PTX4	ENSG00000251692
NME8	ENSG00000086288
ZNF443	ENSG00000180855
CASP3	ENSG00000164305
SUMF1	ENSG00000144455
AL132656.2	ENSG00000244733
ATP9B	ENSG00000282266
YRDCP2	ENSG00000236745
TET1	ENSG00000138336
KMT2D	ENSG00000167548
C14orf79	ENSG00000140104
TTLL12	ENSG00000100304
RNF149	ENSG00000163162
PGAP3	ENSG00000161395
TRIM56	ENSG00000169871
RSPH9	ENSG00000172426
TRMT44	ENSG00000155275
BNIP3L	ENSG00000104765
AC011726.1	ENSG00000251203
UNKL	ENSG00000059145
AC011726.3	ENSG00000254362
AC015726.1	ENSG00000270091
MTND5P25	ENSG00000227348
OR2B6	ENSG00000124657
MED18	ENSG00000130772
LINC02438	ENSG00000248238
AC114728.1	ENSG00000241612
TTTY14	ENSG00000176728
AL110118.4	ENSG00000281847
AC006840.1	ENSG00000279918
HMGN1P24	ENSG00000226977
CNN2P6	ENSG00000213854
RPL36A	ENSG00000241343
CR759798.1	ENSG00000237348
SESN2	ENSG00000130766
RARS2	ENSG00000146282
ATP8B4	ENSG00000104043
SMG9	ENSG00000105771
MOAP1	ENSG00000278268
AC009962.1	ENSG00000260742
CEND1	ENSG00000184524
SAP18P2	ENSG00000223873
BX248096.1	ENSG00000232523
GFPT1	ENSG00000198380
AL035417.1	ENSG00000227994
HLA-Z	ENSG00000226691
LINC02229	ENSG00000250313
TMEM155	ENSG00000164112
C1orf87	ENSG00000162598
MEIS2	ENSG00000134138
MCC	ENSG00000171444
AC091544.3	ENSG00000258741
AC104078.1	ENSG00000247193
AC009831.2	ENSG00000265273
LINC00160	ENSG00000230978
AL390318.1	ENSG00000279819
MBD5	ENSG00000204406
